time,corrective_fix,preventive_fix,local_fix,fed_fix,corrective_profit,preventive_profit,local_profit,fed_profit
80,0,0,0,0,111.1980754,111.5837352,111.102829,110.3597971
81,0,0,0,0,112.6972828,112.8791315,112.5807567,111.8687779
82,0,0,0,0,113.9854786,114.3332342,113.9765943,113.1654858
83,0,0,0,0,115.409525,115.6313339,115.2919307,114.6478621
84,0,0,0,0,116.6766676,116.967706,116.6964575,116.1276717
85,0,0,0,0,117.9681432,118.3442876,117.9624387,117.6062596
86,0,0,0,0,119.4471677,119.6502025,119.4634555,118.8837638
87,0,0,0,0,120.7864423,121.0957715,120.7771671,120.1455485
88,0,0,0,0,122.2408815,122.5698451,122.1336601,121.435715
89,0,0,0,0,123.7441524,124.0176307,123.507505,122.8662344
90,0,0,0,0,125.1714552,125.3066308,124.962556,124.3157477
91,0,0,0,0,126.5479006,126.7665376,126.3745304,125.6302873
92,0,0,0,0,127.9427396,128.1134455,127.8418919,126.9267243
93,0,0,0,0,129.2989076,129.5391852,129.1879785,128.1943949
94,0,0,0,0,130.7139161,130.9174759,130.6160459,129.5167682
95,0,0,0,0,132.1128293,132.3596535,132.0199418,130.8448862
96,0,0,0,0,133.3934275,133.6226934,133.3985441,132.1325651
97,0,0,0,0,134.8394512,135.1338146,134.9097906,133.5371892
98,0,0,0,0,136.2836155,136.5674433,136.3742257,134.9790531
99,0,0,0,0,137.5699177,138.0221288,137.7787028,136.2777831
100,0,0,0,0,139.0734004,139.3569447,139.1333524,137.5645737
101,0,0,0,0,140.4330995,140.7710008,140.4025345,138.9237197
102,0,0,0,0,141.8542138,142.1015319,141.8086109,140.1996029
103,0,0,0,0,143.3222378,143.4495276,143.1704135,141.5108957
104,0,0,0,0,144.732004,144.958996,144.6117453,142.8827001
105,0,0,0,0,146.2202244,146.2250638,146.0936711,144.2669054
106,0,0,0,0,147.4811835,147.7229355,147.4351036,145.6853681
107,0,0,0,0,148.8220837,149.0683249,148.9311862,147.0904411
108,0,0,0,0,150.3208477,150.4721168,150.2413911,148.4906795
109,0,0,0,0,151.631953,151.9802003,151.5785454,149.8356783
110,0,0,0,0,153.1263387,153.3055599,152.9394074,151.2563414
111,0,0,0,0,154.5601845,154.8112501,154.3609898,152.5617859
112,0,0,0,0,155.918663,156.0755169,155.8491207,153.9005129
113,0,0,0,0,157.3721925,157.4126713,157.349592,155.3415147
114,0,0,0,0,158.6791182,158.8850494,158.8259125,156.7187673
115,0,0,0,0,160.1649775,160.3351137,160.0868346,158.0021748
116,0,0,0,0,161.5234666,161.6724875,161.3475363,159.2774371
117,0,0,0,0,162.9813241,163.119221,162.8420651,160.7206022
118,0,0,0,0,164.2662556,164.6027532,164.2321784,162.1247414
119,0,0,0,0,165.7519863,166.1124263,165.5455897,163.3926715
120,0,0,0,0,167.0929583,167.5530923,167.0085118,164.8018275
121,0,0,0,0,168.3974245,169.0102526,168.4811221,166.2403381
122,0,0,0,0,169.7812689,170.3582294,169.8620872,167.5723071
123,0,0,0,0,171.0650141,171.842609,171.2099281,168.9644534
124,0,0,0,0,172.440344,173.3401666,172.5321222,170.4201601
125,0,0,0,0,173.7637592,174.8289351,173.9553313,171.811198
126,0,0,0,0,175.124886,176.3204986,175.4286352,173.1308485
127,0,0,0,1,176.5186725,177.7000899,176.8378751,169.3508485
128,0,0,0,1,177.8390557,179.0529397,178.1559191,165.5708485
129,0,0,0,1,179.1927936,180.326994,179.64426,161.7908485
130,0,0,0,1,180.4842515,181.5889745,181.1469484,158.0108485
131,0,0,0,1,181.9375833,182.8845867,182.483338,154.2308485
132,0,0,0,0,183.2877839,184.3715002,183.8115841,155.5490321
133,0,0,0,0,184.6804383,185.6509451,185.0815964,156.9082129
134,0,0,1,0,186.0051246,187.0841086,181.3015964,158.2048102
135,0,0,1,0,187.422118,188.514019,177.5215964,159.6082411
136,0,0,1,0,188.8111528,189.9576663,173.7415964,161.116609
137,0,0,1,0,190.2212843,191.3008438,169.9615964,162.3935961
138,0,0,1,0,191.5204668,192.6185291,166.1815964,163.7852931
139,0,0,0,0,192.8702336,194.0155145,167.5428302,165.0595108
140,0,0,0,0,194.2790045,195.2820501,168.9145952,166.3217378
141,0,0,0,0,195.766405,196.6341436,170.4205403,167.6699899
142,0,0,0,0,197.2202408,198.0034606,171.8484014,169.0953112
143,0,0,0,0,198.7219418,199.3482846,173.246236,170.5904679
144,0,0,0,0,200.1097464,200.6323389,174.5343967,172.0887843
145,0,0,0,0,201.5153165,202.0072203,175.8143771,173.4697704
146,0,0,0,0,202.9267754,203.273233,177.2657812,174.9066094
147,0,0,0,0,204.3501952,204.7582352,178.6591944,176.1825912
148,0,0,0,0,205.7895617,206.1702564,179.9314864,177.5811761
149,0,1,0,0,207.2941932,202.3902564,181.395608,179.0171392
150,0,1,0,0,208.5876507,198.6102564,182.8688361,180.4336158
151,0,1,0,0,210.0610595,194.8302564,184.1299623,181.7268319
152,0,1,0,0,211.3814914,191.0502564,185.4915079,183.1067467
153,0,1,0,0,212.749729,187.2702564,186.9055405,184.542203
154,0,0,0,0,214.2488005,188.709058,188.2748977,185.8841957
155,0,0,0,0,215.6839169,190.145575,189.6606256,187.3474342
156,0,0,0,0,216.9497326,191.4625111,191.0953731,188.6222906
157,0,0,0,0,218.3988684,192.8084122,192.5018604,189.9402199
158,0,0,0,0,219.8568891,194.1065637,193.9164334,191.3289515
159,0,0,0,0,221.3364214,195.4214349,195.3304029,192.8325926
160,0,0,0,0,222.6022783,196.7068461,196.7719984,194.1693739
161,0,0,0,0,224.0983666,198.0647478,198.1271069,195.4470136
162,0,0,0,0,225.5644148,199.3293029,199.6375877,196.7625603
163,0,0,0,0,227.0215577,200.75692,201.0451472,198.0559341
164,0,0,0,0,228.3895808,202.2437183,202.4495381,199.4908016
165,0,0,0,0,229.6921966,203.5318779,203.7816845,200.7849644
166,0,0,0,0,231.0740568,204.8482935,205.2406404,202.154876
167,0,0,0,0,232.4141256,206.3410759,206.6727867,203.5367509
168,0,0,0,0,233.8744648,207.8440532,208.1378815,204.8980713
169,3,0,0,0,226.3144648,209.1178503,209.532315,206.2455516
170,3,0,0,0,218.7544648,210.5746113,210.8800362,207.7457008
171,3,0,0,0,211.1944648,212.075178,212.3113777,209.2575354
172,3,0,0,0,203.6344648,213.3687357,213.5942369,210.6019119
173,3,0,0,0,196.0744648,214.6350439,214.9160013,212.102435
174,3,0,0,0,188.5144648,216.0353217,216.2565893,213.4862497
175,3,0,0,0,180.9544648,217.441707,217.5838659,214.8080446
176,3,0,0,0,173.3944648,218.7835831,219.0626913,216.2285724
177,3,0,0,0,165.8344648,220.2792907,220.4297752,217.6506304
178,3,0,0,0,158.2744648,221.5646727,221.8044471,218.914288
179,3,0,0,0,150.7144648,223.0230408,223.3009475,220.335507
180,3,0,0,0,143.1544648,224.4479609,224.6544197,221.8358681
181,3,0,0,0,135.5944648,225.8868027,225.9426393,223.2499322
182,0,0,0,0,136.9722949,227.244158,227.3907041,224.572914
183,0,0,0,0,138.2779997,228.6089164,228.8162078,226.0242048
184,0,0,0,0,139.5473428,229.94589,230.1726378,227.448954
185,0,0,0,0,140.8987264,231.3489873,231.6436316,228.8213826
186,0,0,0,0,142.3584798,232.7049509,232.9616016,230.1235346
187,0,0,0,0,143.7269009,234.0006906,234.3855703,231.4148003
188,0,0,0,0,145.1028648,235.3616499,235.8015912,232.8471737
189,0,0,0,0,146.4410738,236.8024042,237.1314143,234.1362882
190,0,0,0,0,147.9232677,238.1233349,238.5593968,235.5047157
191,0,0,0,0,149.3053664,239.4994526,239.843129,236.7794914
192,0,0,0,0,150.5904125,240.872715,241.3405895,238.1592674
193,0,0,0,0,152.0988758,242.3296828,242.7641073,239.6164888
194,0,0,0,0,153.5219062,243.6110533,244.1336359,240.9300959
195,0,0,0,0,154.8182342,245.0290903,245.5781792,242.1923875
196,0,0,0,0,156.325612,246.5110948,246.9202652,243.6284863
197,0,0,0,0,157.8213673,247.9082063,248.1981336,244.9183721
198,0,0,0,0,159.2764483,249.3850949,249.4900758,246.2316553
199,0,0,0,0,160.6881492,250.7937019,251.0005879,247.4967927
200,0,0,0,0,162.0898006,252.1105264,252.4087883,248.8755528
201,0,0,0,0,163.5058925,253.3938543,253.7065821,250.3333697
202,0,0,0,0,164.8757907,254.8042528,255.1407647,251.6039231
203,0,0,0,0,166.2753345,256.3015921,256.45187,253.0767344
204,0,0,0,0,167.6233346,257.7637039,257.8863839,254.512451
205,0,0,0,0,168.9086268,259.0499277,259.2227866,256.0231471
206,0,0,0,0,170.3345623,260.4625622,260.5249374,257.2941239
207,0,0,0,0,171.7841392,261.7497017,261.9296149,258.6249042
208,0,0,0,0,173.1868019,263.1672063,263.3148727,260.0687914
209,0,0,0,0,174.5720326,264.6667612,264.5795073,261.4662368
210,0,0,0,0,175.8655247,266.1655516,266.0521889,262.912246
211,0,0,0,0,177.297385,267.6056673,267.456326,264.2172074
212,0,0,0,0,178.5624491,268.8857623,268.8037896,265.6408143
213,0,0,0,0,179.9441467,270.1848187,270.2874095,266.9763556
214,0,0,0,0,181.2711312,271.6899249,271.7293891,268.4346141
215,0,0,0,0,182.554054,273.1184325,273.1138792,269.8478179
216,0,0,0,0,183.9965075,274.5673998,274.548101,271.2173286
217,0,0,0,0,185.5034559,275.8412537,275.8991091,272.7056661
218,0,0,0,0,186.9635393,277.3056729,277.2475946,274.1497815
219,0,0,0,0,188.3514023,278.6140762,278.553876,275.5051611
220,0,0,0,0,189.8154992,279.9780945,279.9639516,276.796349
221,0,0,0,0,191.1515199,281.3782874,281.3582108,278.2889115
222,0,0,0,0,192.6158649,282.7092027,282.632037,279.6238659
223,0,0,0,0,193.8814902,284.0624064,284.018716,280.9232807
224,0,0,0,0,195.1829572,285.4019407,285.3928236,282.2782763
225,0,0,0,0,196.4559136,286.8738763,286.713756,283.6463039
226,0,0,0,0,197.9608708,288.2062225,288.1560579,284.9604844
227,0,0,0,0,199.3045861,289.640184,289.6589562,286.3178467
228,0,0,0,0,200.6532143,290.9221381,290.9479209,287.5823326
229,0,0,0,0,202.0931517,292.2541368,292.3545146,288.8626034
230,0,0,0,0,203.4759089,293.6016532,293.741697,290.1790521
231,0,0,0,0,204.955877,294.9852934,295.1948973,291.481293
232,0,0,0,0,206.4366681,296.4543579,296.4600688,292.82989
233,0,0,0,0,207.8284557,297.8308144,297.837139,294.1221336
234,0,0,0,0,209.1427494,299.1086522,299.2133903,295.5866601
235,0,0,0,0,210.5075364,300.4411615,300.7019032,296.9667798
236,0,0,0,0,211.9466511,301.7886398,301.9949799,298.3337587
237,0,0,0,0,213.3180594,303.1349419,303.3398417,299.8302846
238,0,0,0,0,214.8159133,304.4824743,304.7792501,301.1854114
239,0,0,0,0,216.3225884,305.8959018,306.0851406,302.464003
240,0,0,0,0,217.6260824,307.4077529,307.5283485,303.7327619
241,0,0,0,0,219.0270182,308.875684,308.9010453,305.051465
242,0,0,0,0,220.4918788,310.1786646,310.2070319,306.4838598
243,0,0,0,0,221.8343245,311.6883493,311.6740898,307.7446808
244,0,0,0,0,223.1603881,313.0546475,312.9960381,309.0090923
245,0,0,0,0,224.5588423,314.4564695,314.4675722,310.2946514
246,0,0,0,0,225.9443327,315.7630941,315.8153298,311.6576434
247,0,0,0,0,227.4128355,317.1796664,317.306567,313.1344402
248,0,0,0,0,228.9028774,318.575608,318.6980692,314.4945021
249,0,0,0,0,230.3813778,319.8656666,319.9800872,315.9836917
250,0,0,0,0,231.8657997,321.1923051,321.4747997,317.4388974
251,0,0,0,0,233.2272339,322.6370255,322.9347219,318.9256311
252,0,0,0,0,234.5024145,323.9624077,324.3758538,320.241116
253,0,0,0,0,235.9030448,325.3297119,325.8192421,321.6052125
254,0,0,0,0,237.2297639,326.6395263,327.1926411,322.9560937
255,0,0,0,0,238.724248,327.9187392,328.491521,324.4202693
256,0,0,0,0,240.032967,329.2020459,329.7543579,325.9141821
257,0,0,0,0,241.5152655,330.4622909,331.0716436,327.3802014
258,0,0,0,0,242.8161132,331.8666214,332.4500353,328.7002091
259,0,0,0,0,244.3184712,333.3010496,333.8609931,330.0671511
260,0,0,0,0,245.7104617,334.5916404,335.2981684,331.3797657
261,0,0,0,1,247.0443148,336.0201453,336.5598193,327.5997657
262,0,0,0,1,248.3913041,337.3584236,337.9359728,323.8197657
263,0,0,0,1,249.8685852,338.7385205,339.2540567,320.0397657
264,0,0,0,1,251.2158527,340.0030173,340.6190607,316.2597657
265,0,0,0,1,252.5149293,341.3234152,341.9336896,312.4797657
266,0,0,0,0,253.8271863,342.7725204,343.321595,313.8704311
267,0,0,0,0,255.1333175,344.1290519,344.5958435,315.2088275
268,0,0,0,0,256.4702496,345.4877558,345.9696298,316.7145391
269,0,0,0,0,257.7956713,346.9367446,347.3562433,318.0193687
270,0,0,0,0,259.3021172,348.4452865,348.8249955,319.4687475
271,0,0,0,0,260.7400604,349.782819,350.3016368,320.8463702
272,0,0,0,0,262.1860525,351.2786294,351.6857928,322.1672381
273,0,0,0,0,263.4631902,352.5579512,353.1718295,323.5384726
274,0,0,0,0,264.9595095,353.9177367,354.5070962,324.831633
275,0,0,1,0,266.2580612,355.2687347,350.7270962,326.2240935
276,0,0,1,0,267.5377282,356.7223249,346.9470962,327.6364957
277,0,0,1,0,268.8912718,358.1227672,343.1670962,329.0692976
278,0,0,1,0,270.3399224,359.4102756,339.3870962,330.5686097
279,0,0,1,0,271.7979996,360.7886601,335.6070962,331.9912585
280,0,0,0,0,273.058809,362.1408667,337.0031563,333.487821
281,0,0,0,0,274.459819,363.6481398,338.4271054,334.9076696
282,0,0,0,0,275.9403673,365.1376626,339.7500535,336.2997138
283,0,0,0,0,277.36772,366.4782105,341.214465,337.7715701
284,0,0,0,0,278.7004208,367.7613281,342.5658149,339.0841474
285,0,0,0,0,279.9627428,369.1628296,343.840018,340.4412141
286,0,0,0,0,281.3371183,370.5524904,345.3292595,341.7697897
287,0,0,0,0,282.732731,371.8444318,346.8316031,343.2636946
288,0,0,0,0,284.1212601,373.2707787,348.1998675,344.6819638
289,0,0,0,0,285.4349629,374.5378072,349.6249006,346.0079397
290,0,0,0,0,286.734877,375.8074888,351.0466206,347.4195041
291,0,0,0,0,288.142472,377.1605532,352.3418253,348.7245245
292,0,0,0,0,289.450628,378.6610733,353.832018,350.1492761
293,0,0,0,0,290.8904482,379.9231404,355.211204,351.5912849
294,0,0,0,0,292.3721315,381.3403597,356.6888476,353.0117051
295,0,0,0,0,293.6947358,382.8066329,358.1890558,354.3698497
296,0,0,0,0,295.0235233,384.2944484,359.5845915,355.8386985
297,0,0,0,0,296.366468,385.7222727,361.0705287,357.2180178
298,0,3,0,0,297.6333055,378.1622727,362.5575204,358.6631267
299,0,3,0,0,298.90447,370.6022727,363.882754,360.0707394
300,0,3,0,0,300.2654543,363.0422727,365.1776705,361.4901348
301,0,3,0,0,301.5687035,355.4822727,366.5653971,362.8817226
302,0,3,0,0,302.845975,347.9222727,367.8436275,364.3471823
303,0,3,0,0,304.2210719,340.3622727,369.2408449,365.6304952
304,0,3,0,0,305.5709095,332.8022727,370.7275498,367.0153446
305,0,3,0,0,306.9002883,325.2422727,372.0284111,368.362708
306,0,3,0,0,308.3220509,317.6822727,373.5169406,369.7525507
307,0,3,0,0,309.7353511,310.1222727,374.9191179,371.0592686
308,0,3,0,0,311.0339104,302.5622727,376.1845995,372.3866254
309,0,3,0,0,312.4896212,295.0022727,377.4954513,373.8901956
310,0,3,0,0,313.9843368,287.4422727,378.9025193,375.3082973
311,0,0,0,0,315.2822643,288.7314815,380.1629759,376.7514063
312,0,0,0,0,316.6157411,290.1637684,381.599376,378.0440106
313,0,0,0,0,318.083459,291.4315465,382.8700622,379.4278323
314,0,0,0,0,319.4114051,292.8715932,384.3791578,380.7656708
315,0,0,0,0,320.9131281,294.1596732,385.7479019,382.0724516
316,0,0,0,0,322.2826233,295.4462623,387.0881917,383.4023144
317,0,0,0,0,323.5590885,296.9581868,388.5388899,384.8404117
318,0,0,0,0,324.9535781,298.4626034,389.9686068,386.1666862
319,0,0,0,0,326.3323927,299.7536794,391.2681372,387.5046715
320,0,0,0,0,327.8082065,301.1942774,392.5488194,388.8194906
321,0,0,0,0,329.1284033,302.5511351,393.9769601,390.138281
322,0,0,0,0,330.4587211,303.9539623,395.2804005,391.5717227
323,0,0,0,0,331.9582822,305.2288209,396.5989976,392.8357935
324,0,0,0,0,333.2523453,306.6454199,398.021469,394.2030432
325,0,0,0,0,334.5815135,308.0909315,399.482648,395.5845057
326,0,0,0,0,336.0417863,309.5906853,400.9817758,397.0548171
327,0,0,0,0,337.4928326,311.025509,402.3858924,398.3809185
328,0,0,0,0,338.7765955,312.5010217,403.6967617,399.7764171
329,0,0,0,0,340.2143855,313.9234439,405.1724395,401.1439024
330,0,0,0,0,341.7105981,315.2928144,406.4697912,402.6303166
331,0,0,0,0,343.1285265,316.7619212,407.9137132,404.0726209
332,0,0,0,0,344.5209544,318.1096923,409.3552621,405.5338754
333,0,0,0,0,345.8463721,319.5031594,410.7228052,406.9793858
334,0,0,0,0,347.1703572,320.912532,412.1744683,408.4309188
335,0,0,0,0,348.5578982,322.2902465,413.6588001,409.8129763
336,0,0,0,0,349.8526872,323.5688472,414.9787255,411.304809
337,0,0,0,0,351.2094618,325.0766102,416.3885535,412.6605086
338,0,0,0,0,352.5556648,326.4888368,417.7221447,414.0028075
339,0,0,0,0,353.8731209,327.8164624,419.0243328,415.4848913
340,0,0,0,0,355.2187294,329.2968576,420.3313598,416.9833962
341,0,0,0,0,356.6439784,330.7888285,421.7802744,418.3634911
342,0,0,0,0,358.0450441,332.1629017,423.2159798,419.6606303
343,0,0,0,0,359.3307377,333.4743989,424.5218518,421.1261421
344,0,0,0,0,360.8420912,334.8872588,425.8804915,422.3968777
345,0,0,0,0,362.3489275,336.267574,427.3003953,423.7260796
346,0,0,0,0,363.8029039,337.5696167,428.6034209,425.0810799
347,0,0,0,0,365.1304913,338.9413143,429.9244062,426.4102337
348,0,0,0,0,366.5455345,340.378904,431.2467206,427.8729565
349,0,0,0,0,368.0258077,341.7434207,432.6098776,429.1384512
350,3,0,0,0,360.4658077,343.1951813,434.0025648,430.4331281
351,3,0,0,0,352.9058077,344.4788394,435.4522024,431.7646399
352,3,0,0,0,345.3458077,345.9232887,436.7710653,433.0306806
353,3,0,0,0,337.7858077,347.3637415,438.2602094,434.2979453
354,3,0,0,0,330.2258077,348.861969,439.5671595,435.5894033
355,3,0,0,0,322.6658077,350.3521096,441.0120665,437.0944576
356,3,0,0,0,315.1058077,351.6193508,442.4462614,438.5500792
357,3,0,0,0,307.5458077,352.8959075,443.9346075,440.0011154
358,3,0,0,0,299.9858077,354.3166984,445.4109595,441.2655911
359,3,0,0,0,292.4258077,355.7504237,446.7456662,442.5432028
360,3,0,0,0,284.8658077,357.1881788,448.1376025,443.910451
361,3,0,0,0,277.3058077,358.5949421,449.6059771,445.4104039
362,3,0,0,0,269.7458077,360.0398181,450.900621,446.827879
363,0,0,0,0,271.1953962,361.3722161,452.241823,448.2083364
364,0,0,0,0,272.5515104,362.7386079,453.6922698,449.4774143
365,0,0,0,0,273.8588825,364.0812456,455.0480664,450.7722104
366,0,0,0,0,275.1458401,365.4345876,456.3813232,452.2829081
367,0,0,0,0,276.5025062,366.8343719,457.7682606,453.6685255
368,0,0,0,0,277.8011109,368.1966138,459.2566184,455.0555415
369,0,0,0,0,279.231955,369.6714766,460.5379065,456.4141209
370,0,0,0,0,280.6982874,370.9883497,462.0423404,457.8966329
371,0,0,0,0,282.1364601,372.4602417,463.4723124,459.1704647
372,0,0,0,0,283.4306474,373.8710861,464.7450971,460.6573264
373,0,0,0,0,284.7679733,375.2061519,466.0493015,462.0417959
374,0,0,0,0,286.0642713,376.5164773,467.5212005,463.3726289
375,0,0,0,0,287.4384353,377.9296767,468.9104522,464.6586168
376,0,0,0,0,288.765306,379.2762672,470.386609,466.1618308
377,0,0,0,0,290.1779903,380.6294774,471.7539304,467.4671488
378,0,0,0,0,291.650438,381.9750882,473.0158675,468.8500898
379,0,0,0,0,293.0040379,383.4842621,474.4158062,470.2991632
380,0,0,0,0,294.2935265,384.8499866,475.7454166,471.7015638
381,0,0,0,0,295.5892977,386.2511439,477.129066,473.1032963
382,0,0,0,0,297.0971522,387.6960272,478.5914467,474.4693746
383,0,0,0,0,298.4452701,389.0750938,479.9393295,475.9660027
384,0,0,0,0,299.8911017,390.5404162,481.401873,477.4582913
385,0,0,0,0,301.3818766,391.9064579,482.7449437,478.7421004
386,0,0,0,0,302.8450061,393.3327165,484.0716233,480.0397533
387,0,0,0,0,304.1115101,394.8233221,485.4437588,481.4731963
388,0,0,0,0,305.4037123,396.1846544,486.9099856,482.7409763
389,0,0,0,0,306.749356,397.4639973,488.3814883,484.2444512
390,0,0,0,0,308.0136484,398.9507159,489.6879722,485.7007463
391,0,0,0,0,309.400016,400.4547244,491.1624501,487.1710134
392,0,0,0,0,310.7243563,401.8793305,492.6648586,488.4668676
393,0,0,0,0,312.126496,403.1638092,494.1470123,489.9221742
394,0,0,0,0,313.6280652,404.4261596,495.512548,491.3006279
395,0,0,0,0,315.1129938,405.8830578,496.8966449,492.7742949
396,0,0,0,0,316.5162081,407.2083313,498.3869294,494.0381324
397,0,0,0,0,317.7874743,408.5695706,499.6876777,495.4518702
398,0,0,0,0,319.2281588,410.006054,501.1258724,496.9446519
399,0,0,0,0,320.6061964,411.4541815,502.606207,498.2090837
400,0,0,0,0,321.8843955,412.818863,504.0849199,499.5164598
401,0,0,0,1,323.2804486,414.2199392,505.3758731,495.7364598
402,0,0,0,1,324.6156332,415.6279119,506.6739496,491.9564598
403,0,0,0,1,326.122018,417.0820534,508.0654166,488.1764598
404,0,0,0,1,327.47969,418.4321435,509.4661011,484.3964598
405,0,0,0,1,328.7902418,419.8311799,510.9048489,480.6164598
406,0,0,0,0,330.29644,421.1496419,512.3047766,481.961272
407,0,0,0,0,331.6567404,422.6357513,513.7582956,483.3262803
408,0,0,0,0,333.0049652,424.0456564,515.2159883,484.7427372
409,0,0,0,0,334.3729003,425.4440384,516.6275114,486.1025943
410,0,0,0,0,335.8113497,426.9086732,518.0272482,487.3644187
411,0,0,0,0,337.3200439,428.2833879,519.4794797,488.8737239
412,0,0,0,0,338.6052897,429.6504532,520.8197643,490.2746798
