time,TsPreOut_abnormal,TpreIn_abnormal,Texh_abnormal,PAw_abnormal,TsEcoOut_abnormal,PAs0_abnormal,Ts0_abnormal
104,47.84754405,114.5164818,57.9308947,1.645343817,145.9281511,0.740261666,175.0467996
105,47.85284054,114.6245567,57.94823579,1.662321649,146.1532932,0.740467552,174.9884221
106,47.85832557,115.0329312,57.96612913,1.676105825,146.2792916,0.741680049,175.2314065
107,47.86400574,115.4416165,58.08459136,1.678296568,147.4061747,0.744899359,175.3757954
108,47.86988785,115.7506239,58.10363957,1.669294107,148.3339717,0.74712569,175.5216326
109,47.97597896,115.8599652,58.1232913,1.657498682,149.6627126,0.744359253,175.4689634
110,47.98228635,115.9696526,58.14356452,1.642910538,150.1924286,0.743600268,175.3178341
111,47.98881754,116.2796989,58.1644777,1.660329928,150.5231517,0.743848958,175.2682925
112,47.99558031,116.3901172,58.18604975,1.679757115,150.9549148,0.744105553,175.3203874
113,48.00258271,116.5009209,58.30830005,1.685592371,150.987752,0.745370289,175.4741692
114,48.00983301,116.5121244,58.33124849,1.683435976,151.0216981,0.745643409,175.6296897
115,48.11733981,116.523742,58.35491543,1.66488822,151.0567892,0.74492516,175.6870018
116,48.12511195,116.6357889,58.37932171,1.655149401,151.0930625,0.745215796,175.9461602
117,48.13315858,116.7482807,58.40448868,1.635819829,151.1305562,0.744515578,176.2072206
118,48.14148915,116.7612337,58.43043821,1.650099823,151.1693096,0.743824773,176.5702405
119,48.15011341,116.6746645,58.45719263,1.672789712,151.2093632,0.745143653,176.3352787
120,48.15904142,116.4885905,58.48477483,1.691089837,150.6507586,0.746472499,176.4023956
121,48.16828357,116.3030296,58.51320819,1.682600549,149.9935388,0.745811596,176.371653
122,48.17785059,116.1180004,58.44251659,1.66732221,149.5377477,0.746161238,176.4431143
123,48.18775353,116.0335221,58.47272445,1.644855195,149.2834308,0.745521723,176.7168446
124,48.19800383,115.9496146,58.60385669,1.633999889,149.0306346,0.745893358,176.7929103
125,48.20861325,115.8662985,58.63593877,1.646356692,148.879407,0.741276455,176.9713795
126,48.31959394,115.883595,58.66899665,1.665126015,148.7297972,0.738671333,176.852322
127,48.33095843,116.0015261,58.6030568,1.66830828,148.7818558,0.739078318,176.935809
128,48.34271963,116.5201147,58.63814621,1.667903926,149.1356348,0.738497743,177.3219134
129,48.45489086,116.9393841,58.77429237,1.660713403,150.0911874,0.738929947,177.7107099
130,48.46748585,117.2593589,58.71152329,1.644337175,151.1485684,0.737375275,177.8022746
131,48.48051872,117.5800641,58.74986745,1.643175722,151.8078338,0.73383408,177.7966853
132,48.59400404,117.9015258,58.78935384,1.633629537,151.8690414,0.73230672,178.0940214
133,48.70795683,118.6237708,58.93001191,1.654899129,151.9322501,0.732793561,178.3943639
134,48.82239254,119.3468269,58.97187159,1.67098502,151.9975205,0.736294973,178.6977956
135,48.83732707,119.8707229,59.01496326,1.679487751,152.0649147,0.739811335,179.0044007
136,48.95277679,119.6954884,59.15931775,1.692007876,152.1344962,0.740343029,178.814265
137,48.96875857,119.321154,59.2049663,1.668945967,152.20633,0.737890445,178.6274759
138,48.98528973,119.4477515,59.25194056,1.644702612,152.2804828,0.739453978,179.5441225
139,49.0023881,119.6753133,59.30027258,1.631278415,152.3570227,0.740034028,180.1642952
140,49.12007202,119.7038734,59.34999478,1.629073999,152.4360194,0.740631001,180.588086
141,49.13836034,119.7334665,59.30113989,1.651690004,152.5175442,0.743245308,180.8155882
142,49.25727241,119.5641286,59.35374099,1.664327086,152.6016698,0.745877363,180.7468968
143,49.27682813,119.4958967,59.40783143,1.672185922,152.5884705,0.749527586,179.6821078
144,49.29704793,119.1288091,59.56344482,1.672067205,152.2780222,0.752196402,178.9213189
145,49.31795278,118.5629052,59.620615,1.661171649,152.3704024,0.754884236,178.5646286
146,49.2395642,118.2982258,59.679376,1.644299983,152.3656898,0.75559152,177.9121369
147,49.26190428,118.1348128,59.83976198,1.64345296,152.263965,0.753318688,177.5639448
148,49.28499565,118.0727093,59.80180723,1.64663135,152.3653098,0.752066174,177.4201543
149,49.20886151,117.91196,59.86554608,1.65823594,152.1698076,0.750834417,177.3808683
150,49.13352566,117.7526107,59.9310129,1.658267542,151.8775431,0.751623855,177.4461907
151,49.15901244,117.5947086,59.99824201,1.666726983,151.6886025,0.752434928,177.4162259
152,49.18534679,117.5383025,59.96726765,1.668415114,151.5030732,0.753268076,177.591079
153,49.11255421,118.0834423,60.03812392,1.647332802,151.5210441,0.758123737,177.8708558
154,49.14066079,118.3301796,60.11084471,1.646280937,152.6426053,0.76200235,178.3556621
155,49.1696932,118.2785673,60.28546364,1.640460429,152.8678479,0.764904351,178.6456041
156,49.19967869,118.0286599,60.26201401,1.678672206,153.3968643,0.765830172,178.8407882
157,49.13064508,117.3805135,60.34052872,1.700517217,152.729748,0.767780244,178.9413206
158,49.06262075,116.9341855,60.4210402,1.716396432,151.5665933,0.768754992,178.9473072
159,48.99563466,116.689735,60.40358031,1.688310839,151.1074955,0.769754835,179.0588535
160,48.92971631,116.5472226,60.58818031,1.659061446,151.1525507,0.771780188,179.3760643
161,48.96489577,116.6067108,60.57487076,1.647849281,151.8018556,0.774831456,179.5990439
162,49.00120362,116.6682631,60.66368138,1.65987539,152.0555077,0.776909039,179.9278952
163,49.03867098,116.7319453,60.75464108,1.689940836,152.1136046,0.779013324,180.26272
164,49.07732947,116.7978242,60.94777774,1.714846703,152.1762447,0.78414469,180.6036187
165,49.11721119,116.3659688,60.94311821,1.726594091,152.3435261,0.787303505,180.9506898
166,49.05834872,116.0364493,61.04068818,1.709184115,151.9155473,0.789490122,181.2040299
167,49.10077509,115.9093377,61.14051207,1.682217908,151.7924065,0.788704881,181.3637336
168,49.04452375,115.7847077,61.24261296,1.675296618,151.7742019,0.789948108,181.6298926
169,49.08962853,115.9626345,61.24701247,1.670021406,152.1610308,0.79022011,181.9025961
170,49.13612365,115.843195,61.35373066,1.699593448,152.3529903,0.79052118,182.0819301
171,49.18404363,115.9264677,61.4627859,1.734813931,152.6501764,0.791851589,182.3679773
172,49.2334233,116.0125326,61.67419483,1.745284054,152.8526842,0.795211587,182.7608168
173,49.28429775,115.9014712,61.78797219,1.721805023,153.3606074,0.794601405,183.0605234
174,49.23670227,115.6933668,61.80413072,1.705178056,153.7740383,0.795021249,183.267168
175,49.19067231,115.2883038,61.82268109,1.675804376,153.6930675,0.790471301,183.2808166
176,49.14624344,114.5863684,61.84363176,1.684885209,152.9177835,0.784951717,183.4015303
177,49.00345128,113.9876479,61.76698889,1.724821788,151.7482727,0.780462625,183.3293648
178,48.96233145,113.4922312,61.89275623,1.729215344,150.8846189,0.776004126,183.3643704
179,49.02291953,113.4002081,61.92093501,1.726067109,150.2269031,0.776576289,183.4065913
180,49.08525094,113.5116699,62.05152386,1.720978311,150.0752033,0.778179154,183.7560652
181,49.14936093,113.926709,62.18451867,1.698750174,150.9295942,0.776812725,184.0128233
182,49.21528445,114.3454186,62.31991256,1.684983912,151.9901466,0.778476975,184.3768899
183,49.28305613,114.7678931,62.45769574,1.687680731,153.1569274,0.779171841,184.7482816
184,49.35271014,115.1942275,62.59785544,1.713241823,154.1299994,0.780897222,185.1270077
185,49.42428015,115.8245176,62.74037582,1.740468361,154.6094206,0.785652982,185.9130693
186,49.5977992,116.3588598,62.98523792,1.770161504,155.495244,0.790438943,186.6064592
187,49.77329966,116.5973507,63.23241956,1.776722383,156.5875174,0.794254891,187.2071615
188,49.85081305,116.7400875,63.4818953,1.771352108,157.486283,0.797100569,187.6151514
189,50.03037002,116.9871674,63.63363638,1.746451756,158.2915771,0.797975678,188.0303951
190,50.11200019,116.9386874,63.78761067,1.734822375,158.9034295,0.79687988,188.3528489
191,50.09573205,116.8947444,63.94378262,1.736064971,159.0218636,0.796812789,188.5824598
192,50.18159287,117.0554349,64.10211328,1.761380515,159.0468958,0.796773981,188.9191646
193,50.16960855,117.2208546,64.1625602,1.76356993,158.6785352,0.799762984,189.3628899
194,50.25980352,117.5910984,64.32507752,1.773834091,158.5167833,0.799779283,189.8135521
195,50.35220062,117.8662603,64.48961587,1.777373821,158.6616337,0.800822319,190.2710569
196,50.44682097,118.0464326,64.65612246,1.770989886,158.9130717,0.802891488,190.7352994
197,50.54368381,118.4317061,64.82454105,1.749082989,159.2710744,0.802986142,191.2061641
198,50.64280646,118.72217,64.99481203,1.736053768,159.8356097,0.805105588,191.7835244
199,50.74420408,119.2179108,65.16687244,1.746302792,160.4066368,0.805249089,192.2672431
200,50.84788962,119.7190131,65.34065603,1.786630552,161.4841056,0.806415865,192.8571717
201,51.05387367,120.1255582,65.51609331,1.793837463,162.2679562,0.810605094,193.3531513
202,51.16216431,120.6376248,65.79311169,1.812323853,162.9581193,0.813815911,193.8550119
203,51.27276701,120.9552879,65.97163553,1.812889965,163.2545157,0.81504741,194.3625728
204,51.3856845,121.2786186,66.15158623,1.807135947,163.857056,0.816298646,194.8756428
205,51.50091661,121.5076842,66.3328824,1.77786185,164.3656406,0.817568634,195.3940203
206,51.61846021,121.9425475,66.51543996,1.749867625,165.08016,0.818856353,196.0174935
207,51.73830904,122.7832661,66.69917225,1.771553116,165.9004939,0.822160748,196.9458406
208,51.96045366,123.2298929,66.88399026,1.81251806,166.926512,0.825480726,197.5788302
209,52.08488126,123.3824749,67.1698027,1.839162079,167.5580735,0.829815165,198.0162216
210,52.21157565,123.6410532,67.25651624,1.847484679,167.4950273,0.832162914,198.457765
211,52.44051711,123.9056627,67.54403564,1.857885245,167.537212,0.835522791,199.0032022
212,52.57168231,124.1763314,67.73226399,1.847563042,168.084456,0.835893591,199.5522669
213,52.7050443,124.3530803,67.92110284,1.821317205,168.636578,0.836274085,200.1046849
214,52.84057234,124.635923,68.11045247,1.812746746,168.9933865,0.834663023,200.6601752
215,52.97823195,125.3248652,68.30021205,1.824650541,169.1546808,0.840059138,201.8184501
216,53.31798479,126.3199044,68.69027987,1.856627339,170.4202506,0.842461145,203.0792157
217,53.55978869,126.8210297,68.88055354,1.873475754,171.5898766,0.844867748,203.542173
218,53.80359757,127.228221,69.17093026,1.883994265,172.2633311,0.848277643,204.0070178
219,53.94936149,127.6414495,69.36130699,1.886181218,172.3403778,0.852689514,204.3734421
220,54.09702666,127.7606766,69.55158066,1.873234824,172.4207727,0.857102045,205.0411342
221,54.2465354,127.9858539,69.74164848,1.855953161,172.7042643,0.861513917,206.0097796
222,54.39782626,128.9169232,69.83140806,1.849534173,173.1905941,0.865923811,207.8790618
223,54.75083401,130.053816,70.12075769,1.858775675,174.6794975,0.871330415,209.0486627
224,55.00548978,130.4964531,70.30959654,1.908475351,175.5707037,0.873732422,209.2182636
225,55.16172106,130.6447449,70.49782489,1.903030759,176.0639366,0.877128536,209.1875457
226,55.21945186,130.6985911,70.68534429,1.908039336,176.2589157,0.882517474,209.3561911
227,55.37860284,130.7578804,70.87205783,1.881898398,176.3553563,0.885897968,210.3238832
228,55.53909137,131.0224906,71.05787027,1.866605146,176.9529701,0.889268768,211.1903075
229,55.70083175,131.3922885,71.24268828,1.861356671,177.4514663,0.890628645,211.9551524
230,55.86373535,131.6671301,71.42642057,1.870149961,177.9505519,0.892976394,212.6181096
231,56.02771075,132.0468604,71.60897813,1.900981904,178.4499326,0.894310834,213.1788752
232,56.19266399,132.3313137,71.7902743,1.919049294,178.2493132,0.896630812,213.6371501
233,56.25849874,132.6203137,71.970225,1.924748842,178.3483989,0.898935206,213.9926404
234,56.52511651,132.9136735,72.14874884,1.927677179,178.4468951,0.904222925,214.4450585
235,56.69241689,133.2111964,72.32576722,1.906630865,178.6445089,0.910492914,215.0941231
236,56.86029777,133.3126754,72.4012045,1.913206399,179.4409494,0.911744149,215.4395603
237,56.9286556,133.1178942,72.47498809,1.907800223,179.4359285,0.914975648,215.4811037
238,57.09738565,133.5266273,72.64704849,1.928008735,179.2291615,0.920186465,216.1184951
239,57.16638225,133.9386404,72.71731948,1.960228295,179.2203676,0.925375694,216.7514847
240,57.33553903,134.0536911,72.98573807,1.990055237,179.509271,0.92354247,216.9798318
241,57.50474926,134.0715292,73.05224466,1.995485875,179.6956009,0.920685972,216.903305
242,57.57390605,134.4918972,73.31678301,1.955716512,180.2790924,0.919805417,217.2216825
243,57.74290264,135.3145313,73.37930032,1.938743454,181.4594873,0.919900071,217.7347526
244,58.01163269,136.0391616,73.53974725,1.943763015,182.836534,0.91996924,218.2423135
245,58.17999052,136.8655128,73.69807791,1.967571527,184.4099885,0.921012276,218.744174
246,58.3478714,138.1933053,73.85424986,2.019765351,185.1796146,0.925028576,219.5401536
247,58.61517178,139.0222555,74.10822415,2.006740884,186.8451843,0.927017578,219.9300823
248,58.78178955,139.4520767,74.35996523,2.016494571,187.3064786,0.92697877,220.1138009
249,58.9476243,139.8824798,74.50944097,2.019022907,187.7632871,0.92691168,220.3911612
250,59.11257754,140.6131744,74.65662261,1.993522455,188.2154091,0.928815881,221.1620259
251,59.37655295,141.443869,74.80148471,1.985989846,188.6626532,0.93069099,222.1262684
252,59.53945654,142.1742722,74.94400509,2.000421788,189.1048378,0.933536668,222.8837732
253,59.80119692,142.7040934,75.18416479,2.024815078,189.5417916,0.940352616,223.4344354
254,59.96168545,143.0330436,75.32194797,2.078766604,189.9733531,0.947138577,223.8781607
255,60.12083643,142.9608361,75.45734186,2.083473352,190.3993712,0.953894337,224.0148655
256,60.17856723,142.8871873,75.59033667,2.105332414,190.4197051,0.955619718,224.3444764
257,60.33479851,142.5118175,75.72092552,2.06074099,190.1342245,0.954314584,224.6669303
258,60.38945428,142.3344516,75.7491043,2.036496399,189.8428091,0.955978834,224.8821739
259,60.44246204,142.3548196,75.87487163,2.024596075,189.4453494,0.956612405,225.0901639
260,60.59375289,142.6726577,75.99822877,2.031037576,189.1417458,0.95521527,225.5908662
261,60.74326163,143.1877084,76.11917944,2.072618589,189.0319089,0.951787433,226.184256
262,60.9909268,143.8997216,76.23772981,2.094136926,189.0157596,0.953328934,226.6703176
263,61.23669072,144.8084546,76.35388834,2.103590532,189.6932283,0.954839843,227.2490437
264,61.3804996,145.5136735,76.4676657,2.106577485,190.7642554,0.958320258,227.6204354
265,61.6223035,146.2151525,76.57907463,2.077895996,191.8287908,0.96177031,228.284502
266,61.76205634,146.6126753,76.68812987,2.08394441,193.1867934,0.963190154,228.5412601
267,61.89971595,146.6060352,76.89484806,2.087921209,194.1382315,0.963579972,228.590734
268,61.93524399,146.6950351,76.99924757,2.116625004,194.2830818,0.963939971,228.6329549
269,62.06860598,147.1794885,77.10134846,2.145654544,194.2213299,0.966270379,228.9679605
270,62.29977119,147.8592188,77.20117235,2.164208708,194.7529693,0.967571449,229.4957951
271,62.42871264,148.5340604,77.29874232,2.147486504,195.7780015,0.968843452,229.8165087
272,62.55540703,149.1038583,77.39408279,2.145887071,196.6964356,0.970086678,230.1301573
