time,corrective_profit,preventive_profit,local_profit,fed_profit
2350,4573.208343,5992.092054,6779.692939,6824.875163
2351,4576.032615,5995.281913,6782.464121,6828.168386
2352,4579.212433,5998.308405,6785.410213,6830.919736
2353,4582.154581,6001.063182,6788.368252,6834.020644
2354,4585.268781,6004.311447,6791.175752,6837.053374
2355,4588.21951,6007.403111,6793.97445,6840.041261
2356,4591.075898,6010.443578,6796.847455,6843.083974
2357,4593.946886,6013.494029,6799.734379,6846.248774
2358,4596.917455,6016.598346,6803.073712,6849.392568
2359,4599.95857,6019.567092,6806.293496,6852.340623
2360,4603.014474,6022.588205,6809.094392,6855.199225
2361,4606.128251,6025.647992,6811.918257,6858.164944
2362,4609.246918,6028.679552,6815.232473,6861.131551
2363,4612.313815,6031.454206,6818.32269,6864.089643
2364,4615.28171,6034.638617,6821.412175,6867.122815
2365,4618.375854,6037.726334,6824.525945,6870.171013
2366,4621.345268,6040.727956,6827.283065,6873.197658
2367,4624.119892,6043.67551,6830.047728,6876.167883
2368,4627.126518,6046.846786,6833.290211,6879.149407
2369,4626.103083,6050.033676,6836.474623,6882.309125
2370,4625.239425,6053.067597,6839.418733,6885.282805
2371,4624.606957,6056.063518,6842.132908,6888.48566
2372,4623.812752,6058.972904,6844.991352,6891.654774
2373,4622.983896,6062.049058,6848.165227,6894.555452
2374,4622.145446,6064.860982,6851.154931,6897.413554
2375,4621.273792,6068.010777,6854.069436,6900.427942
2376,4620.270081,6071.10544,6856.826851,6903.62115
2377,4619.285351,6074.330801,6859.698803,6906.542879
2378,4618.488604,6077.389526,6862.658951,6909.694376
2379,4617.449164,6080.566667,6865.772228,6912.902531
2380,4616.734173,6083.459479,6868.629563,6916.167656
2381,4615.780512,6086.582924,6871.813163,6918.983961
2382,4614.961906,6089.701777,6874.79224,6922.138311
2383,4613.998634,6092.757156,6877.860637,6924.97227
2384,4613.073054,6095.697591,6880.266293,6927.082999
2385,4612.240528,6098.668686,6882.527963,6929.512228
2386,4611.514916,6101.572812,6884.538236,6931.74627
2387,4610.391307,6104.598621,6886.809437,6934.234088
2388,4609.514941,6107.341874,6889.347731,6936.246646
2389,4608.586691,6110.289234,6891.566184,6938.554422
2390,4607.787487,6113.481524,6893.816333,6940.832419
2391,4606.93701,6116.451744,6895.89805,6943.240342
2392,4606.049868,6119.243852,6898.221429,6944.75302
2393,4605.241683,6122.300662,6900.353648,6946.370732
2394,4608.371309,6125.209173,6903.546563,6948.749869
2395,4611.460435,6128.22062,6906.520803,6951.185354
2396,4614.197197,6131.428576,6909.646976,6953.665738
2397,4617.099886,6134.602392,6912.55845,6955.959159
2398,4620.226479,6137.868514,6915.506903,6958.442605
2399,4623.24567,6140.683548,6918.670964,6960.676685
2400,4626.206812,6143.840275,6921.604216,6963.177161
2401,4629.214127,6147.142576,6924.730732,6965.521096
2402,4632.078456,6149.928063,6927.687499,6968.590491
2403,4635.116895,6152.981237,6931.07517,6971.663495
2404,4638.322781,6156.07047,6934.215167,6974.78635
2405,4641.197975,6159.238327,6937.372807,6977.668303
2406,4644.556286,6162.119585,6940.523123,6980.625284
2407,4647.761364,6165.100273,6943.364694,6983.409335
2408,4650.712635,6168.186272,6946.513544,6986.417174
2409,4653.87057,6171.271409,6949.667571,6989.351184
2410,4656.970754,6174.235177,6952.720235,6992.220276
2411,4659.890767,6177.279093,6955.754241,6995.385215
2412,4662.977651,6180.328855,6958.745596,6998.570805
2413,4666.054916,6183.07396,6961.852467,7001.684273
2414,4669.28199,6186.11233,6964.836831,7004.645138
2415,4672.264759,6189.119449,6967.83985,7007.956087
2416,4675.173933,6191.940869,6970.857205,7011.061573
2417,4678.384372,6194.917305,6973.789052,7014.304493
2418,4681.571686,6197.970052,6976.959958,7017.209936
2419,4684.66439,6201.162453,6979.820751,7020.129307
2420,4687.866242,6204.075209,6982.966033,7023.217705
2421,4690.934258,6206.931693,6986.074844,7026.164671
2422,4693.918175,6209.81804,6989.285302,7029.352119
2423,4697.014914,6212.98576,6992.11679,7032.327354
2424,4699.905641,6216.027976,6995.028387,7035.466498
2425,4702.761404,6219.19121,6998.170261,7038.429668
2426,4705.700486,6218.369778,7001.286733,7041.481194
2427,4708.602405,6217.702483,7004.382533,7044.690841
2428,4711.603441,6216.775821,7007.379581,7047.727898
2429,4714.511117,6216.037857,7010.440372,7051.159494
2430,4717.297859,6214.97054,7013.371678,7054.30492
2431,4720.328229,6213.831135,7016.471015,7057.352303
2432,4723.172433,6212.898418,7019.594606,7060.262205
2433,4726.111203,6212.013866,7022.711942,7063.358599
2434,4729.054667,6211.174685,7025.698724,7065.649529
2435,4732.241972,6210.501658,7028.837525,7067.937427
2436,4735.350951,6209.714118,7031.90096,7070.049156
2437,4738.342722,6208.765996,7035.016569,7072.278005
2438,4741.389143,6207.716724,7038.122696,7074.615952
2439,4744.525533,6206.987921,7041.209496,7076.868673
2440,4747.547256,6205.865255,7044.11303,7079.276914
2441,4750.679258,6205.056752,7046.896434,7081.651036
2442,4753.570126,6204.411411,7049.908421,7084.170568
2443,4756.652625,6203.400053,7052.546601,7086.433835
2444,4759.66376,6202.361843,7055.401557,7089.646053
2445,4762.682724,6201.507811,7058.355777,7092.794263
2446,4765.784615,6200.880516,7061.383225,7095.795212
2447,4768.912392,6199.859921,7064.5259,7099.048041
2448,4772.167,6198.988231,7067.301881,7102.209981
2449,4775.134251,6198.069412,7070.544236,7105.485939
2450,4777.908868,6197.207926,7073.744183,7108.420746
2451,4781.158805,6200.239464,7076.629663,7111.360711
2452,4784.344811,6203.035618,7079.513706,7114.454289
2453,4787.439966,6205.799664,7082.460865,7117.579409
2454,4790.530559,6208.871063,7085.528031,7120.781656
2455,4793.581419,6211.74887,7088.502114,7123.587589
2456,4796.674071,6214.825112,7091.673523,7126.661926
2457,4799.62386,6217.895269,7094.75937,7129.892482
2458,4802.574008,6220.91385,7097.604085,7132.788904
2459,4805.447267,6223.122629,7100.429103,7135.808772
2460,4808.286848,6225.175666,7103.385248,7138.882368
2461,4810.93191,6227.335385,7106.557194,7141.952513
2462,4813.969555,6229.635595,7109.576421,7144.890591
2463,4816.666709,6231.782682,7112.584153,7147.87765
2464,4819.820669,6234.03559,7115.600534,7150.978075
2465,4822.787935,6236.24253,7118.731658,7154.137311
2466,4825.766849,6238.628367,7121.818991,7156.97876
2467,4825.003755,6236.97881,7125.05014,7160.056825
2468,4824.010991,6235.557086,7128.311628,7162.888933
2469,4823.359921,6234.679631,7131.321464,7165.821943
2470,4822.551794,6233.607076,7134.285355,7168.793739
2471,4821.584975,6232.791111,7137.142713,7171.809059
2472,4821.004107,6231.954625,7140.060512,7174.751819
2473,4820.177636,6231.199504,7142.942445,7177.69111
2474,4819.452241,6230.231635,7146.237158,7180.847661
2475,4818.653169,6229.257413,7149.010375,7183.752649
2476,4817.755734,6227.740704,7152.116616,7186.822927
2477,4816.983856,6226.330261,7154.921825,7189.778261
2478,4816.059327,6224.557362,7158.029182,7192.778781
2479,4815.022516,6222.82232,7161.217775,7195.799607
2480,4813.916504,6221.19884,7164.038338,7198.793666
2481,4813.098661,6219.66061,7167.125439,7201.899037
2482,4812.152703,6217.934949,7169.962512,7204.780526
2483,4811.287854,6216.36126,7172.809845,7207.538703
2484,4810.419987,6214.887267,7175.981971,7209.966385
2485,4809.502655,6213.280245,7179.083882,7212.309997
2486,4808.468645,6212.446266,7182.18526,7214.497685
2487,4807.497365,6211.374162,7185.187627,7216.52732
2488,4806.509686,6210.496383,7188.367748,7218.746277
2489,4805.644179,6209.61024,7191.375741,7221.00339
2490,4804.833465,6208.490238,7194.479164,7223.369426
2491,4803.848451,6207.632341,7197.618408,7225.532517
2492,4806.854552,6210.903285,7200.447044,7227.846672
2493,4809.714759,6213.844336,7203.624147,7230.083081
2494,4812.824267,6216.445154,7206.680097,7233.133649
2495,4815.575744,6219.566027,7209.624518,7236.139661
2496,4818.611528,6222.515672,7212.590947,7239.051675
2497,4821.816628,6225.880435,7215.81854,7242.161825
2498,4824.761013,6228.890558,7219.105827,7245.183441
2499,4827.661831,6231.840261,7221.574664,7248.229953
2500,4830.475703,6235.001418,7223.662362,7251.587285
2501,4833.371004,6237.820329,7226.086411,7254.641001
2502,4836.449409,6240.790815,7228.538623,7257.6178
2503,4839.515253,6243.747555,7230.456419,7260.793393
2504,4842.34783,6246.834815,7232.707299,7264.139492
2505,4845.440099,6249.771436,7235.104495,7267.308803
2506,4848.223468,6252.700562,7237.414062,7270.640455
2507,4851.202927,6255.569195,7239.777149,7273.809171
2508,4854.069984,6258.590525,7242.084073,7276.828053
2509,4857.130645,6261.706676,7245.046826,7279.915824
2510,4860.152992,6264.81133,7247.985746,7282.878492
2511,4862.895002,6268.104923,7251.043126,7285.823963
2512,4866.146323,6271.235645,7253.950648,7288.991464
2513,4869.310907,6274.175769,7257.066191,7291.948731
2514,4872.372355,6277.226586,7259.932153,7294.9686
2515,4875.299389,6280.375705,7262.908863,7298.007981
2516,4878.561559,6283.212964,7266.074164,7301.251312
2517,4881.754452,6286.330586,7269.317878,7304.360667
2518,4885.034358,6289.341291,7272.372778,7307.334716
2519,4888.204114,6292.068623,7275.367945,7310.51121
2520,4891.033607,6295.249957,7278.532158,7313.388068
2521,4894.271857,6298.21775,7281.489795,7316.372365
2522,4897.47993,6301.09762,7284.379947,7319.351713
2523,4900.356548,6304.215066,7287.442399,7322.315429
2524,4903.396187,6307.197273,7290.177618,7325.379277
2525,4906.561309,6310.311218,7293.177625,7328.506278
2526,4909.703668,6313.247393,7296.219173,7331.433693
2527,4912.840111,6316.276527,7299.138969,7334.631697
2528,4916.155073,6319.151601,7302.001914,7337.776326
2529,4919.093781,6322.129187,7304.440613,7340.990087
2530,4922.076957,6325.342269,7306.613893,7343.67394
2531,4924.89253,6328.29128,7309.024831,7346.74059
2532,4927.974677,6331.395668,7311.122598,7349.717497
2533,4930.930793,6334.19507,7313.431205,7352.990157
2534,4933.729118,6337.225992,7315.649972,7356.081881
2535,4936.7921,6340.285474,7317.856215,7358.974205
2536,4939.562054,6343.178079,7320.043034,7362.037227
2537,4942.375037,6346.208909,7322.267982,7365.295403
2538,4945.322995,6349.057059,7324.66303,7368.167434
2539,4948.414371,6351.988846,7327.77757,7371.402612
2540,4951.522138,6354.73718,7330.850422,7374.652167
2541,4954.526047,6357.692062,7333.834539,7377.82853
2542,4957.668049,6360.853543,7336.954372,7380.803165
2543,4960.687519,6363.835165,7339.919025,7383.921377
2544,4963.630932,6366.672447,7343.048675,7387.091903
2545,4967.025284,6369.653806,7346.059893,7390.170514
2546,4970.033939,6372.585457,7349.144832,7393.264068
2547,4972.919254,6375.446731,7352.000273,7396.456646
2548,4975.87655,6378.706936,7355.083579,7399.379282
2549,4978.865379,6381.858826,7357.852499,7402.53416
2550,4981.775798,6385.004661,7360.801977,7405.6679
2551,4984.509093,6388.093205,7363.645287,7408.676474
2552,4987.567707,6390.914587,7366.745101,7411.569018
2553,4990.591681,6393.967447,7369.906594,7414.448614
2554,4993.655642,6397.248718,7372.936378,7417.322927
2555,4996.73293,6400.438798,7376.170822,7420.402692
2556,4999.811914,6403.836904,7379.374542,7423.433374
2557,5002.933317,6406.874791,7382.243384,7426.769264
2558,5006.09873,6409.733912,7385.22314,7429.834091
2559,5009.113309,6412.734394,7388.246313,7432.802197
2560,5012.206342,6415.813123,7391.315455,7435.82046
2561,5015.237602,6418.918479,7394.227573,7438.900342
2562,5018.044173,6422.079559,7397.341888,7441.820078
2563,5020.964735,6425.299439,7400.159017,7445.00554
2564,5023.99807,6428.287411,7403.229615,7448.000073
2565,5026.935476,6431.117025,7406.051113,7451.284145
2566,5030.174851,6434.3963,7409.256997,7454.075546
2567,5033.250567,6437.626939,7412.353645,7457.17243
2568,5036.385677,6440.56011,7415.38662,7460.333936
2569,5039.420056,6443.624488,7418.463256,7463.607588
2570,5042.619071,6446.831759,7421.68482,7466.393924
2571,5045.416655,6449.80893,7424.759665,7469.197633
2572,5048.366785,6452.890815,7427.458998,7472.135635
2573,5051.483412,6455.813223,7430.325507,7475.170298
2574,5054.506544,6458.864866,7433.652835,7478.383332
2575,5057.54743,6462.067373,7436.601731,7481.434924
2576,5060.698444,6464.966855,7439.687397,7484.324613
2577,5064.051387,6467.900869,7443.027433,7487.437287
2578,5067.190971,6470.806123,7446.163514,7490.227365
2579,5070.369296,6473.980987,7449.086977,7493.217886
2580,5073.349204,6476.924858,7452.012947,7496.181951
2581,5076.574776,6480.083021,7454.896639,7499.196263
2582,5079.546448,6482.805428,7458.160593,7502.243013
2583,5082.754741,6486.029098,7461.153695,7505.309747
2584,5085.614327,6488.87004,7464.377983,7508.249917
2585,5088.500977,6491.957769,7467.396056,7511.296968
2586,5091.623605,6494.988797,7470.278215,7514.243677
2587,5094.792189,6498.253651,7473.290479,7517.0129
2588,5097.815221,6501.210237,7476.463162,7520.074845
2589,5100.764703,6504.090444,7479.241552,7522.897992
2590,5103.750996,6507.114343,7482.453387,7526.128047
2591,5106.97326,6510.15483,7485.75144,7529.12004
2592,5109.960833,6513.126229,7488.64404,7532.555445
2593,5112.902461,6516.225629,7491.643063,7535.514384
2594,5116.037599,6519.281731,7494.677029,7538.41806
2595,5119.308875,6522.491628,7497.573298,7541.323405
2596,5122.436511,6525.503483,7500.499198,7544.258158
2597,5125.547246,6528.403233,7503.488846,7547.2181
2598,5128.406527,6531.481164,7506.510779,7550.064388
2599,5127.69673,6534.425419,7509.482838,7553.170298
2600,5126.604967,6537.387151,7512.777488,7555.995488
2601,5125.892148,6540.408092,7515.668444,7558.986579
2602,5124.994712,6543.594625,7518.714864,7561.962176
2603,5124.154126,6546.67436,7521.625701,7564.926855
2604,5123.296915,6549.873766,7524.869587,7568.033043
2605,5122.46129,6553.022771,7527.862569,7570.821349
2606,5121.635052,6556.142583,7530.852593,7574.053315
2607,5120.72773,6559.021618,7533.924085,7577.047659
2608,5119.944328,6561.98506,7536.959081,7579.996671
2609,5119.095524,6564.932503,7539.887918,7582.877826
2610,5118.104259,6567.969534,7542.907969,7585.853424
2611,5117.239633,6570.982947,7545.979942,7589.079789
2612,5116.249672,6573.924463,7549.21636,7591.958903
2613,5115.158012,6576.926266,7552.275863,7594.820823
2614,5114.128267,6579.794935,7555.002409,7597.8638
2615,5109.342296,6582.736248,7558.026216,7600.834653
2616,5104.591173,6585.575643,7560.98812,7603.830118
2617,5099.70941,6588.65577,7563.914611,7606.749676
2618,5094.94802,6591.790985,7567.052133,7609.775578
2619,5090.198669,6594.71193,7569.947164,7612.794395
2620,5085.352236,6597.844453,7573.118722,7615.721124
2621,5080.58275,6600.871753,7576.294409,7618.106843
2622,5075.81458,6603.90918,7579.227991,7620.217804
2623,5071.054546,6606.785747,7582.110035,7622.436946
2624,5070.194478,6609.904104,7585.180533,7624.981794
2625,5069.088832,6612.804602,7588.011645,7627.526206
2626,5068.231985,6615.947186,7591.061813,7629.669004
2627,5067.329823,6618.809122,7594.19493,7632.059348
2628,5066.224829,6622.184551,7597.444297,7634.401136
2629,5065.173335,6625.116402,7600.474366,7636.692379
2630,5064.223078,6628.28671,7603.630468,7638.897165
2631,5063.34109,6631.450389,7606.608389,7641.943408
2632,5062.274646,6634.430014,7609.411794,7645.01134
2633,5061.099656,6637.587799,7612.44976,7648.083081
2634,5060.033915,6640.558799,7615.334316,7651.158237
2635,5059.173727,6643.504256,7618.507415,7654.309631
2636,5058.453933,6646.427653,7621.487736,7657.390602
2637,5057.664466,6649.508803,7624.697737,7660.413134
2638,5056.629523,6652.556189,7627.7971,7663.238779
2639,5055.808577,6655.528124,7631.08687,7666.330876
2640,5058.836719,6658.486168,7634.302506,7669.375087
2641,5061.979502,6661.371557,7637.394151,7672.476058
2642,5065.006108,6664.200605,7640.486632,7675.460704
2643,5067.748566,6667.247751,7643.430129,7678.481974
2644,5070.848754,6669.988713,7646.355239,7681.401474
2645,5073.620693,6673.088365,7649.252086,7684.236974
2646,5076.768701,6675.891414,7652.325943,7686.643473
2647,5079.636445,6679.016869,7655.238815,7689.056252
2648,5082.81667,6682.132554,7654.348929,7691.250188
2649,5086.02158,6685.140781,7653.588066,7693.340731
2650,5088.918057,6688.180025,7652.777489,7695.643889
2651,5091.78175,6691.437316,7651.896655,7698.002508
2652,5094.813892,6694.337084,7651.180673,7700.159767
2653,5097.386419,6697.397993,7650.304596,7702.457779
2654,5100.458473,6700.180997,7649.348014,7704.878503
2655,5103.505883,6703.215115,7648.562224,7707.188202
2656,5106.57932,6706.076466,7647.76488,7710.350398
2657,5109.722123,6708.987888,7646.851086,7713.44068
2658,5112.904989,6711.849248,7645.91941,7716.516964
2659,5115.990367,6714.890285,7645.129199,7719.499858
2660,5119.079293,6717.703478,7644.043265,7722.445067
2661,5121.941047,6720.777013,7642.897531,7725.436799
2662,5125.152178,6723.842908,7641.925835,7728.327748
2663,5128.071003,6726.873647,7641.128953,7731.385605
2664,5131.243126,6729.866241,7640.193986,7734.494496
2665,5134.115682,6732.900955,7639.054938,7737.512229
2666,5137.055687,6735.926504,7638.147615,7740.785119
2667,5140.185652,6738.926572,7637.362036,7743.054794
2668,5143.252063,6741.918719,7636.55066,7745.239914
2669,5146.069642,6745.179447,7635.481768,7747.540165
2670,5148.790601,6748.39127,7634.309877,7749.789187
2671,5151.729742,6751.17707,7633.530745,7752.093179
2672,5154.544611,6753.941919,7632.698501,7754.368653
2673,5157.376394,6757.206581,7635.850278,7756.671075
2674,5160.652645,6760.373167,7638.891832,7758.726212
2675,5163.751947,6763.27896,7641.708054,7760.901477
2676,5166.696288,6766.346099,7644.666566,7763.235999
2677,5169.403603,6769.370156,7647.677014,7766.369073
2678,5172.403492,6772.169362,7650.823642,7769.221604
2679,5175.312478,6775.454016,7653.832401,7772.303335
2680,5178.579184,6778.323576,7656.930702,7775.307609
2681,5181.642801,6781.456802,7659.992718,7778.228333
2682,5184.743299,6784.4226,7663.088104,7781.114226
2683,5187.874254,6787.650524,7665.74271,7784.27247
2684,5190.60628,6790.635068,7668.755883,7787.359791
2685,5193.765802,6793.823888,7671.703793,7790.631948
2686,5196.789296,6796.676372,7674.946031,7793.779288
2687,5199.911034,6799.555086,7677.801416,7796.647914
2688,5202.955256,6802.424618,7680.770146,7799.82055
2689,5206.035719,6805.275747,7683.663513,7802.928298
2690,5208.820926,6808.254795,7686.822395,7805.841226
2691,5211.573138,6811.585962,7690.090517,7808.722934
2692,5214.6604,6814.365915,7693.019135,7811.569775
2693,5217.703359,6817.416361,7695.452815,7814.9004
2694,5220.74554,6820.718916,7697.728524,7817.68042
2695,5223.774251,6823.645744,7699.996631,7820.754527
2696,5226.989645,6826.73218,7702.128335,7823.884469
2697,5230.068138,6829.880434,7704.464415,7826.864571
2698,5233.157924,6832.828783,7706.653216,7829.908574
2699,5236.052759,6835.6744,7708.894507,7832.971697
2700,5238.927123,6838.583288,7711.266401,7836.140077
2701,5241.790796,6841.309011,7713.584328,7839.295107
2702,5244.758338,6844.349605,7715.676319,7842.493265
2703,5247.672661,6847.219746,7718.823272,7845.592106
2704,5250.627092,6850.387621,7721.995352,7848.617942
2705,5253.447212,6853.35672,7724.897093,7851.484556
2706,5256.413124,6856.13866,7728.109963,7854.419946
2707,5259.382653,6858.986038,7731.15904,7857.368172
2708,5262.44483,6861.780836,7734.428413,7860.529667
2709,5265.289367,6865.184178,7737.436762,7863.600449
2710,5268.371217,6867.936325,7740.415077,7866.489364
2711,5267.388476,6870.942712,7743.239462,7869.156744
2712,5266.471005,6874.10334,7746.527615,7872.023645
2713,5265.517875,6877.336009,7749.703944,7874.815945
2714,5264.594445,6880.428699,7752.677624,7877.69828
2715,5263.569882,6883.419829,7755.428769,7880.785462
2716,5262.770953,6886.351577,7758.643136,7883.971807
2717,5261.906611,6889.412288,7761.532056,7886.99811
2718,5261.038179,6892.434328,7764.450858,7889.917674
2719,5260.104643,6895.623614,7767.58959,7892.897079
2720,5259.311797,6898.70892,7770.615922,7896.011733
2721,5258.197625,6901.824053,7773.824897,7898.919562
2722,5257.137428,6904.57388,7776.786814,7902.212412
2723,5255.947205,6907.579594,7779.875953,7905.369252
2724,5255.113564,6910.712595,7783.141146,7908.275886
2725,5254.405672,6913.67987,7786.195362,7911.073709
2726,5253.289775,6916.591792,7788.951592,7914.20282
2727,5252.468239,6919.750431,7792.010836,7917.496731
2728,5251.49758,6922.927886,7794.884871,7920.618427
2729,5250.58857,6925.938761,7798.004637,7923.933742
2730,5249.709683,6929.098919,7800.938511,7927.01534
2731,5248.85551,6932.005946,7804.187199,7929.810328
2732,5247.826095,6935.268048,7807.083597,7933.044572
2733,5246.857315,6938.147352,7810.288055,7936.183954
2734,5246.040745,6940.743962,7813.44245,7939.30681
2735,5245.16082,6943.773942,7816.779091,7942.213064
2736,5247.968141,6946.973661,7819.702402,7945.277648
2737,5250.890736,6949.641235,7822.770557,7948.297098
2738,5253.773423,6952.563084,7825.752997,7951.197443
2739,5256.63568,6955.537007,7828.921311,7954.214451
2740,5259.820893,6958.601105,7831.683337,7957.031729
2741,5262.9141,6961.692277,7834.68244,7960.04661
2742,5266.044906,6964.487964,7837.609801,7963.22439
2743,5269.138518,6967.438366,7840.624387,7966.283848
2744,5272.027321,6970.359905,7843.761422,7969.327631
2745,5275.159779,6973.508052,7846.949947,7972.299914
2746,5278.292997,6976.452134,7849.936978,7975.247991
2747,5281.273062,6979.208862,7852.684677,7978.038536
2748,5284.273745,6982.165922,7855.791355,7981.223712
2749,5287.435232,6985.389889,7858.974448,7984.108127
2750,5290.656737,6988.437051,7861.934289,7987.220733
2751,5293.497529,6990.914554,7864.671838,7990.389957
2752,5296.545981,6993.160348,7867.826021,7993.407128
2753,5299.30159,6995.557428,7870.737799,7996.314459
2754,5302.462425,6997.579942,7873.884556,7999.353366
2755,5305.495221,7000.000624,7876.871702,8002.208264
2756,5308.583116,7002.476237,7880.1149,8005.23191
2757,5311.700319,7004.872202,7882.962716,8007.356115
2758,5314.926684,7007.147175,7885.832454,8009.886799
2759,5318.058544,7009.261274,7889.11772,8012.317712
2760,5321.017741,7011.484322,7892.093186,8014.430728
2761,5323.997107,7014.478966,7895.175341,8016.793969
2762,5327.086615,7017.407709,7898.380967,8018.925096
2763,5330.119819,7020.271522,7901.336853,8021.427511
2764,5333.221253,7023.489936,7904.248831,8023.818341
2765,5336.254416,7026.619367,7907.317408,8026.014613
2766,5339.247762,7029.760286,7910.33393,8028.327937
2767,5342.252155,7028.802083,7913.135572,8031.367319
2768,5345.115366,7027.863605,7916.146937,8034.240684
2769,5348.113448,7027.226868,7919.050854,8036.922942
2770,5350.945458,7026.259949,7922.078765,8039.929616
2771,5353.96123,7025.427128,7925.226402,8043.038406
2772,5356.979001,7024.670063,7928.394925,8046.148437
2773,5360.042457,7023.743296,7931.533315,8049.347364
2774,5363.413232,7022.800911,7934.505981,8052.272716
2775,5366.389986,7022.051141,7937.252668,8055.158662
2776,5369.422772,7021.350079,7940.063722,8058.213451
2777,5372.591626,7020.503081,7943.386724,8061.29059
2778,5375.770325,7019.51584,7946.334271,8064.423701
2779,5378.739206,7018.490988,7949.39508,8067.380787
2780,5381.713153,7017.863656,7952.537833,8070.271961
2781,5384.64063,7017.023865,7955.412891,8073.202577
2782,5387.781378,7016.1707,7958.521543,8076.512285
2783,5390.64556,7015.480174,7961.483453,8079.246329
2784,5393.821488,7014.616032,7964.693235,8082.226845
2785,5396.625822,7013.919203,7967.790835,8085.132658
2786,5399.593244,7012.107189,7970.940754,8088.198075
2787,5402.772089,7010.494942,7973.211694,8091.088731
2788,5405.933365,7008.801369,7975.528586,8094.228235
2789,5409.062756,7007.312677,7977.615804,8097.212577
2790,5411.853801,7005.617666,7980.005867,8100.198047
2791,5414.787618,7003.918751,7982.228408,8103.150986
2792,5417.625835,7005.539639,7984.499447,8106.193862
2793,5420.530111,7007.00311,7986.80976,8109.35413
2794,5423.623684,7008.593247,7989.060511,8112.400151
2795,5426.840156,7010.091438,7991.187161,8115.464856
2796,5429.744706,7012.449814,7993.283493,8118.715279
2797,5432.955497,7014.813338,7996.360191,8121.823878
2798,5435.967958,7017.038766,7999.403817,8124.761963
2799,5438.925656,7019.147336,8002.247418,8127.629171
2800,5441.903022,7021.560642,8004.866464,8130.578056
2801,5444.90913,7023.861463,8007.93047,8133.73066
2802,5447.895172,7026.774823,8011.133138,8136.399789
2803,5450.702374,7029.631778,8014.051693,8139.35779
2804,5453.693928,7032.912067,8017.381696,8142.453884
2805,5456.64097,7036.062758,8020.704731,8145.381407
2806,5459.799007,7039.405304,8023.751904,8148.664376
2807,5463.108237,7042.467958,8026.843054,8151.757767
2808,5466.315228,7045.264241,8030.051074,8154.871725
2809,5469.354427,7048.146976,8033.065265,8158.022475
2810,5472.235158,7051.131774,8036.010674,8160.877302
2811,5475.620586,7053.75934,8038.965428,8163.871231
2812,5478.71874,7056.971899,8042.05694,8166.839689
2813,5481.698198,7059.895717,8045.105391,8169.515872
2814,5484.743454,7062.872184,8048.216164,8172.552349
2815,5487.654561,7065.827886,8051.53405,8175.392397
2816,5490.553021,7069.06707,8054.527715,8178.453792
2817,5493.574987,7072.171176,8057.540924,8181.444061
2818,5496.39062,7075.219589,8060.435719,8184.444366
2819,5499.325591,7078.348912,8063.495486,8187.411236
2820,5502.457988,7081.123622,8066.81595,8190.226317
2821,5505.544624,7084.101147,8070.140926,8193.10169
2822,5508.547569,7087.111419,8073.318876,8196.089502
2823,5507.850031,7090.218175,8076.223506,8199.399977
2824,5506.869144,7093.307893,8079.089291,8202.73702
2825,5506.092158,7096.486008,8082.300435,8205.914817
2826,5505.221286,7099.676672,8085.310909,8208.864695
2827,5504.523709,7102.70087,8088.491171,8211.704258
2828,5503.83529,7105.72638,8091.528589,8214.826412
2829,5503.105788,7108.802338,8093.879511,8217.82613
2830,5502.307654,7111.746742,8096.058303,8220.814638
2831,5501.372664,7114.744647,8098.315208,8224.042392
2832,5500.528727,7117.814292,8100.494082,8226.901617
2833,5499.670778,7120.494989,8102.756457,8230.038225
2834,5498.893129,7123.589776,8104.969507,8233.124571
2835,5497.953894,7126.604993,8107.324616,8235.984243
2836,5496.891496,7129.560975,8109.477221,8238.950882
2837,5495.977279,7132.503991,8111.741725,8242.061314
2838,5495.052084,7135.527156,8114.137745,8245.162399
2839,5494.317027,7138.683099,8117.016815,8248.137857
2840,5493.486739,7141.606028,8120.163389,8251.11651
2841,5492.656375,7144.551569,8123.431907,8253.91851
2842,5491.709842,7147.712603,8126.609963,8257.053428
2843,5490.944479,7150.791639,8129.62508,8260.178554
2844,5490.037825,7153.849959,8132.70304,8263.28149
2845,5489.161898,7156.772091,8135.792953,8266.421096
2846,5488.272683,7159.728786,8138.568778,8269.409532
2847,5487.212076,7162.780042,8141.568963,8272.464278
2848,5490.325457,7165.667652,8144.572113,8275.272557
2849,5493.191904,7168.597571,8147.43231,8278.392363
2850,5496.2154,7171.60515,8150.627206,8281.373233
2851,5498.973892,7174.491342,8153.692737,8284.16901
2852,5501.957553,7177.419757,8156.574118,8287.205036
2853,5505.047492,7180.550241,8159.432097,8290.252819
2854,5508.02622,7183.61589,8162.444515,8293.305222
2855,5511.043205,7186.411671,8165.42079,8296.423697
2856,5514.079625,7189.647509,8168.232443,8299.59834
2857,5516.866573,7192.637846,8170.865109,8302.877258
2858,5519.87542,7195.593475,8174.054266,8306.013557
2859,5522.947706,7198.410233,8176.892297,8308.072097
2860,5526.07413,7201.409495,8179.624256,8310.346283
2861,5529.384505,7204.352249,8182.718795,8312.683093
2862,5532.63197,7207.403637,8185.977557,8314.881659
2863,5535.826387,7210.185152,8188.630801,8317.024947
2864,5538.710056,7213.306087,8191.549043,8319.260916
2865,5541.755249,7216.229303,8194.70903,8321.328261
2866,5545.193664,7219.029413,8197.699541,8323.448912
