time,TsPreOut_abnormal,TpreIn_abnormal,Texh_abnormal,PAw_abnormal,TsEcoOut_abnormal,PAs0_abnormal,Ts0_abnormal
323,66.98742491,105.1396384,75.29924008,2.280016423,154.2962292,1.018315695,245.3216572
324,66.92507285,104.9103238,75.34434158,2.262635712,153.7915122,1.021612387,245.5159403
325,66.96160546,104.4789121,75.28810551,2.27683741,153.8839683,1.023900587,245.6074771
326,66.89705123,103.945455,75.33056572,2.261421985,153.5736687,1.022180521,245.7963404
327,66.83143824,103.1100038,75.27175555,2.251989892,153.0606833,1.018452411,245.7826013
328,66.76479408,102.6726089,75.21170783,2.303741576,152.0450811,1.01771647,245.7663295
329,66.6971459,102.0333203,75.05045489,2.260677474,150.5269301,1.014972911,245.6475934
330,66.62852037,101.292187,74.8880285,2.371598011,149.4062972,1.010221939,245.5264595
331,66.55894366,100.6492575,74.82445991,2.296103602,147.7832482,1.007463754,245.3029934
332,66.48844147,99.80457919,74.75977978,2.294994653,146.0578476,1.006698555,245.1772588
