time,TsPreOut_abnormal,TpreIn_abnormal,Texh_abnormal,PAw_abnormal,TsEcoOut_abnormal,PAs0_abnormal,Ts0_abnormal
0,53.8,114.5,56.3,1.572,131.4,0.7760000000000000,174.2
1,54.1,115.7,56.7,1.5604,130.2,0.79,174.8
2,54.9,118.8,57.1,1.6448,134.4,0.802,175.7
3,55.6,122.2,57.4,1.6336,143.0,0.812,176.9214885069660
4,56.0,125.0,57.7,1.5912,146.1,0.818,178.2252522086900
5,56.2,125.9,57.9,1.6364,142.9,0.8220000000000000,178.62913229780600
